timestamp 1655590017.270856, v 0.000000, i 0, n 0
timestamp 1655590029.829455, v 0.000000, i 0, n 0
timestamp 1655590029.854581, v 0.000000, i 0, n 0
timestamp 1655590029.879651, v 0.000000, i 0, n 0
timestamp 1655590029.904733, v 0.000000, i 0, n 0
timestamp 1655590029.929911, v 0.000000, i 0, n 0
timestamp 1655590029.955017, v 0.000000, i 0, n 0
timestamp 1655590029.980231, v 0.000000, i 0, n 0
timestamp 1655590030.005241, v 0.000000, i 0, n 0
timestamp 1655590030.030265, v 0.000000, i 0, n 0
timestamp 1655590030.055369, v 0.000000, i 0, n 0
timestamp 1655590030.080426, v 0.000000, i 0, n 0
timestamp 1655590030.105449, v 0.000000, i 0, n 0
timestamp 1655590030.130476, v 0.000000, i 0, n 0
timestamp 1655590030.155523, v 0.000000, i 0, n 0
timestamp 1655590030.180576, v 0.000000, i 0, n 0
timestamp 1655590030.205620, v 0.000000, i 0, n 0
timestamp 1655590030.230607, v 0.000000, i 0, n 0
timestamp 1655590030.255725, v 0.000000, i 0, n 0
timestamp 1655590030.280824, v 0.000000, i 0, n 0
timestamp 1655590030.305859, v 0.000000, i 0, n 0
timestamp 1655590030.330906, v 0.000000, i 0, n 0
timestamp 1655590030.355966, v 0.000000, i 0, n 0
timestamp 1655590030.380978, v 0.000000, i 0, n 0
timestamp 1655590030.405992, v 0.000000, i 0, n 0
timestamp 1655590030.435954, v 0.000000, i 0, n 0
timestamp 1655590030.461108, v 0.000000, i 0, n 0
timestamp 1655590030.486158, v 0.000000, i 0, n 0
timestamp 1655590030.511214, v 0.000000, i 0, n 0
timestamp 1655590030.536358, v 0.000000, i 0, n 0
timestamp 1655590030.561482, v 0.000000, i 0, n 0
timestamp 1655590030.586633, v 0.000000, i 0, n 0
timestamp 1655590030.611673, v 0.000000, i 0, n 0
timestamp 1655590030.636704, v 0.000000, i 0, n 0
timestamp 1655590030.661738, v 0.000000, i 0, n 0
timestamp 1655590030.686804, v 0.000000, i 0, n 0
timestamp 1655590030.711818, v 0.000000, i 0, n 0
timestamp 1655590030.736819, v 0.000000, i 0, n 0
timestamp 1655590030.761871, v 0.000000, i 0, n 0
timestamp 1655590030.786835, v 0.000000, i 0, n 0
timestamp 1655590030.811906, v 0.000000, i 0, n 0
timestamp 1655590030.837036, v 0.000000, i 0, n 0
timestamp 1655590030.862098, v 0.000000, i 0, n 0
timestamp 1655590030.887188, v 0.000000, i 0, n 0
timestamp 1655590030.912206, v 0.000000, i 0, n 0
timestamp 1655590030.937384, v 0.000000, i 0, n 0
timestamp 1655590030.962419, v 0.000000, i 0, n 0
timestamp 1655590030.987515, v 0.000000, i 0, n 0
timestamp 1655590031.012721, v 0.000000, i 0, n 0
timestamp 1655590031.037732, v 0.000000, i 0, n 0
timestamp 1655590031.062783, v 0.000000, i 0, n 0
timestamp 1655590031.087902, v 0.000000, i 0, n 0
timestamp 1655590031.112930, v 0.000000, i 0, n 0
timestamp 1655590031.138199, v 0.000000, i 0, n 0
timestamp 1655590031.163111, v 0.000000, i 0, n 0
timestamp 1655590031.188220, v 0.000000, i 0, n 0
timestamp 1655590031.213163, v 0.000000, i 0, n 0
timestamp 1655590031.238193, v 0.000000, i 0, n 0
timestamp 1655590031.263177, v 0.000000, i 0, n 0
timestamp 1655590031.288339, v 0.000000, i 0, n 0
timestamp 1655590031.313294, v 0.000000, i 0, n 0
timestamp 1655590031.343285, v 0.000000, i 0, n 0
timestamp 1655590031.368327, v 0.000000, i 0, n 0
timestamp 1655590031.393307, v 0.000000, i 0, n 0
timestamp 1655590031.418435, v 0.000000, i 0, n 0
timestamp 1655590031.443480, v 0.000000, i 0, n 0
timestamp 1655590031.468554, v 0.000000, i 0, n 0
timestamp 1655590031.493630, v 0.000000, i 0, n 0
timestamp 1655590031.518704, v 0.000000, i 0, n 0
timestamp 1655590031.543746, v 0.000000, i 0, n 0
timestamp 1655590031.568948, v 0.000000, i 0, n 0
timestamp 1655590031.619006, v 0.000000, i 0, n 0
timestamp 1655590031.619132, v 0.000000, i 0, n 0
timestamp 1655590031.644162, v 0.000000, i 0, n 0
timestamp 1655590031.669254, v 0.000000, i 0, n 0
timestamp 1655590031.694327, v 0.000000, i 0, n 0
timestamp 1655590031.719425, v 0.000000, i 0, n 0
timestamp 1655590031.744553, v 0.000000, i 0, n 0
timestamp 1655590031.769598, v 0.000000, i 0, n 0
timestamp 1655590031.794647, v 0.000000, i 0, n 0
timestamp 1655590031.819706, v 0.000000, i 0, n 0
timestamp 1655590031.844680, v 0.000000, i 0, n 0
timestamp 1655590031.869821, v 0.000000, i 0, n 0
timestamp 1655590031.894974, v 0.000000, i 0, n 0
timestamp 1655590031.920099, v 0.000000, i 0, n 0
timestamp 1655590031.945224, v 0.000000, i 0, n 0
timestamp 1655590031.970258, v 0.000000, i 0, n 0
timestamp 1655590031.995281, v 0.000000, i 0, n 0
timestamp 1655590032.020318, v 0.000000, i 0, n 0
timestamp 1655590032.045367, v 0.000000, i 0, n 0
timestamp 1655590032.070443, v 0.000000, i 0, n 0
timestamp 1655590032.095408, v 0.000000, i 0, n 0
timestamp 1655590032.120462, v 0.000000, i 0, n 0
timestamp 1655590032.145439, v 0.000000, i 0, n 0
timestamp 1655590032.170506, v 0.000000, i 0, n 0
timestamp 1655590032.195480, v 0.000000, i 0, n 0
timestamp 1655590032.220520, v 0.000000, i 0, n 0
timestamp 1655590032.245587, v 0.000000, i 0, n 0
timestamp 1655590032.270559, v 0.000000, i 0, n 0
timestamp 1655590032.295602, v 0.000000, i 0, n 0
timestamp 1655590032.320583, v 0.000000, i 0, n 0
timestamp 1655590032.345646, v 0.000000, i 0, n 0
timestamp 1655590032.370653, v 0.000000, i 0, n 0
timestamp 1655590032.395731, v 0.000000, i 0, n 0
timestamp 1655590032.420707, v 0.000000, i 0, n 0
timestamp 1655590032.445746, v 0.000000, i 0, n 0
timestamp 1655590032.470804, v 0.000000, i 0, n 0
timestamp 1655590032.495801, v 0.000000, i 0, n 0
timestamp 1655590032.520925, v 0.000000, i 0, n 0
timestamp 1655590032.545993, v 0.000000, i 0, n 0
timestamp 1655590032.571048, v 0.000000, i 0, n 0
timestamp 1655590032.596126, v 0.000000, i 0, n 0
timestamp 1655590032.621260, v 0.000000, i 0, n 0
timestamp 1655590032.646276, v 0.000000, i 0, n 0
timestamp 1655590032.671473, v 0.000000, i 0, n 0
timestamp 1655590032.696509, v 0.000000, i 0, n 0
timestamp 1655590032.721646, v 0.000000, i 0, n 0
timestamp 1655590032.746755, v 0.000000, i 0, n 0
timestamp 1655590032.771909, v 0.000000, i 0, n 0
timestamp 1655590032.796970, v 0.000000, i 0, n 0
timestamp 1655590032.821912, v 0.000000, i 0, n 0
timestamp 1655590032.851940, v 0.000000, i 0, n 0
timestamp 1655590032.877022, v 0.000000, i 0, n 0
timestamp 1655590032.902112, v 0.000000, i 0, n 0
timestamp 1655590032.927125, v 0.000000, i 0, n 0
timestamp 1655590032.952168, v 0.000000, i 0, n 0
timestamp 1655590032.977169, v 0.000000, i 0, n 0
timestamp 1655590033.002170, v 0.000000, i 0, n 0
timestamp 1655590033.027174, v 0.000000, i 0, n 0
timestamp 1655590033.052226, v 0.000000, i 0, n 0
timestamp 1655590033.077271, v 0.000000, i 0, n 0
timestamp 1655590033.102297, v 0.000000, i 0, n 0
timestamp 1655590033.127387, v 0.000000, i 0, n 0
timestamp 1655590033.152504, v 0.000000, i 0, n 0
timestamp 1655590033.177594, v 0.000000, i 0, n 0
timestamp 1655590033.202623, v 0.000000, i 0, n 0
timestamp 1655590033.227763, v 0.000000, i 0, n 0
timestamp 1655590033.252828, v 0.000000, i 0, n 0
timestamp 1655590033.278009, v 0.000000, i 0, n 0
timestamp 1655590033.302976, v 0.000000, i 0, n 0
timestamp 1655590033.328053, v 0.000000, i 0, n 0
timestamp 1655590033.353048, v 0.000000, i 0, n 0
timestamp 1655590033.378150, v 0.000000, i 0, n 0
timestamp 1655590033.403142, v 0.000000, i 0, n 0
timestamp 1655590033.428183, v 0.000000, i 0, n 0
timestamp 1655590033.453214, v 0.000000, i 0, n 0
timestamp 1655590033.478173, v 0.000000, i 0, n 0
timestamp 1655590033.503197, v 0.000000, i 0, n 0
timestamp 1655590033.533209, v 0.000000, i 0, n 0
timestamp 1655590033.558158, v 0.000000, i 0, n 0
timestamp 1655590033.583354, v 0.000000, i 0, n 0
timestamp 1655590033.608278, v 0.000000, i 0, n 0
timestamp 1655590033.633324, v 0.000000, i 0, n 0
timestamp 1655590033.658358, v 0.000000, i 0, n 0
timestamp 1655590033.683448, v 0.000000, i 0, n 0
timestamp 1655590033.708406, v 0.000000, i 0, n 0
timestamp 1655590033.733464, v 0.000000, i 0, n 0
timestamp 1655590033.758481, v 0.000000, i 0, n 0
timestamp 1655590033.783546, v 0.000000, i 0, n 0
timestamp 1655590033.808551, v 0.000000, i 0, n 0
timestamp 1655590033.833563, v 0.000000, i 0, n 0
timestamp 1655590033.858584, v 0.000000, i 0, n 0
timestamp 1655590033.883731, v 0.000000, i 0, n 0
timestamp 1655590033.908857, v 0.000000, i 0, n 0
timestamp 1655590033.934056, v 0.000000, i 0, n 0
timestamp 1655590033.959094, v 0.000000, i 0, n 0
timestamp 1655590033.984142, v 0.000000, i 0, n 0
timestamp 1655590034.009189, v 0.000000, i 0, n 0
timestamp 1655590034.034281, v 0.000000, i 0, n 0
timestamp 1655590034.059396, v 0.000000, i 0, n 0
timestamp 1655590034.084466, v 0.000000, i 0, n 0
timestamp 1655590034.109541, v 0.000000, i 0, n 0
timestamp 1655590034.134616, v 0.000000, i 0, n 0
timestamp 1655590034.159716, v 0.000000, i 0, n 0
timestamp 1655590034.184828, v 0.000000, i 0, n 0
timestamp 1655590034.209820, v 0.000000, i 0, n 0
timestamp 1655590034.234999, v 0.000000, i 0, n 0
timestamp 1655590034.260068, v 0.000000, i 0, n 0
timestamp 1655590034.285163, v 0.000000, i 0, n 0
timestamp 1655590034.315056, v 0.000000, i 0, n 0
timestamp 1655590034.340168, v 0.000000, i 0, n 0
timestamp 1655590034.365097, v 0.000000, i 0, n 0
timestamp 1655590034.390267, v 0.000000, i 0, n 0
timestamp 1655590034.415174, v 0.000000, i 0, n 0
timestamp 1655590034.440236, v 0.000000, i 0, n 0
timestamp 1655590034.465316, v 0.000000, i 0, n 0
timestamp 1655590034.490412, v 0.000000, i 0, n 0
timestamp 1655590034.515547, v 0.000000, i 0, n 0
timestamp 1655590034.540761, v 0.000000, i 0, n 0
timestamp 1655590034.565756, v 0.000000, i 0, n 0
timestamp 1655590034.590809, v 0.000000, i 0, n 0
timestamp 1655590034.620845, v 0.000000, i 0, n 0
timestamp 1655590034.645880, v 0.000000, i 0, n 0
timestamp 1655590034.670921, v 0.000000, i 0, n 0
timestamp 1655590034.696050, v 0.000000, i 0, n 0
timestamp 1655590034.721031, v 0.000000, i 0, n 0
timestamp 1655590034.746076, v 0.000000, i 0, n 0
timestamp 1655590034.771136, v 0.000000, i 0, n 0
timestamp 1655590034.796184, v 0.000000, i 0, n 0
timestamp 1655590034.821259, v 0.000000, i 0, n 0
timestamp 1655590034.846292, v 0.000000, i 0, n 0
timestamp 1655590034.871324, v 0.000000, i 0, n 0
timestamp 1655590034.896453, v 0.000000, i 0, n 0
timestamp 1655590034.921540, v 0.000000, i 0, n 0
timestamp 1655590034.946524, v 0.000000, i 0, n 0
timestamp 1655590034.971653, v 0.000000, i 0, n 0
timestamp 1655590034.996634, v 0.000000, i 0, n 0
timestamp 1655590035.021689, v 0.000000, i 0, n 0
timestamp 1655590035.046761, v 0.000000, i 0, n 0
timestamp 1655590035.071747, v 0.000000, i 0, n 0
timestamp 1655590035.096762, v 0.000000, i 0, n 0
timestamp 1655590035.121742, v 0.000000, i 0, n 0
timestamp 1655590035.146813, v 0.000000, i 0, n 0
timestamp 1655590035.171889, v 0.000000, i 0, n 0
timestamp 1655590035.196976, v 0.000000, i 0, n 0
timestamp 1655590035.221892, v 0.000000, i 0, n 0
timestamp 1655590035.246879, v 0.000000, i 0, n 0
timestamp 1655590035.271957, v 0.000000, i 0, n 0
timestamp 1655590035.297052, v 0.000000, i 0, n 0
timestamp 1655590035.322075, v 0.000000, i 0, n 0
timestamp 1655590035.347149, v 0.000000, i 0, n 0
timestamp 1655590035.372132, v 0.000000, i 0, n 0
timestamp 1655590035.397140, v 0.000000, i 0, n 0
timestamp 1655590035.422224, v 0.000000, i 0, n 0
timestamp 1655590035.447265, v 0.000000, i 0, n 0
timestamp 1655590035.472328, v 0.000000, i 0, n 0
timestamp 1655590035.497521, v 0.000000, i 0, n 0
timestamp 1655590035.522561, v 0.000000, i 0, n 0
timestamp 1655590035.547672, v 0.000000, i 0, n 0
timestamp 1655590035.572653, v 0.000000, i 0, n 0
timestamp 1655590035.597695, v 0.000000, i 0, n 0
timestamp 1655590035.622685, v 0.000000, i 0, n 0
timestamp 1655590035.647722, v 0.000000, i 0, n 0
timestamp 1655590035.672766, v 0.000000, i 0, n 0
timestamp 1655590035.697807, v 0.000000, i 0, n 0
timestamp 1655590035.722831, v 0.000000, i 0, n 0
timestamp 1655590035.747839, v 0.000000, i 0, n 0
timestamp 1655590035.772847, v 0.000000, i 0, n 0
timestamp 1655590035.797928, v 0.000000, i 0, n 0
timestamp 1655590035.822859, v 0.000000, i 0, n 0
timestamp 1655590035.847989, v 0.000000, i 0, n 0
timestamp 1655590035.873049, v 0.000000, i 0, n 0
timestamp 1655590035.898201, v 0.000000, i 0, n 0
timestamp 1655590035.923263, v 0.000000, i 0, n 0
timestamp 1655590035.948422, v 0.000000, i 0, n 0
timestamp 1655590035.973502, v 0.000000, i 0, n 0
timestamp 1655590035.998591, v 0.000000, i 0, n 0
timestamp 1655590036.023746, v 0.000000, i 0, n 0
timestamp 1655590036.048848, v 0.000000, i 0, n 0
timestamp 1655590036.073987, v 0.000000, i 0, n 0
timestamp 1655590036.098973, v 0.000000, i 0, n 0
timestamp 1655590036.124042, v 0.000000, i 0, n 0
timestamp 1655590036.149070, v 0.000000, i 0, n 0
timestamp 1655590036.174112, v 0.000000, i 0, n 0
timestamp 1655590036.199151, v 0.000000, i 0, n 0
timestamp 1655590036.224135, v 0.000000, i 0, n 0
timestamp 1655590036.249270, v 0.000000, i 0, n 0
timestamp 1655590036.274360, v 0.000000, i 0, n 0
timestamp 1655590036.299386, v 0.000000, i 0, n 0
timestamp 1655590036.324436, v 0.000000, i 0, n 0
timestamp 1655590036.349484, v 0.000000, i 0, n 0
timestamp 1655590036.374476, v 0.000000, i 0, n 0
timestamp 1655590036.399615, v 0.000000, i 0, n 0
timestamp 1655590036.424691, v 0.000000, i 0, n 0
timestamp 1655590036.449755, v 0.000000, i 0, n 0
timestamp 1655590036.474913, v 0.000000, i 0, n 0
timestamp 1655590036.499838, v 0.000000, i 0, n 0
timestamp 1655590036.524930, v 0.000000, i 0, n 0
timestamp 1655590036.550037, v 0.000000, i 0, n 0
timestamp 1655590036.575010, v 0.000000, i 0, n 0
timestamp 1655590036.599969, v 0.000000, i 0, n 0
timestamp 1655590036.625044, v 0.000000, i 0, n 0
timestamp 1655590036.649999, v 0.000000, i 0, n 0
timestamp 1655590036.675113, v 0.000000, i 0, n 0
timestamp 1655590036.700183, v 0.000000, i 0, n 0
timestamp 1655590036.725201, v 0.000000, i 0, n 0
timestamp 1655590036.750209, v 0.000000, i 0, n 0
timestamp 1655590036.775279, v 0.000000, i 0, n 0
timestamp 1655590036.800426, v 0.000000, i 0, n 0
timestamp 1655590036.825498, v 0.000000, i 0, n 0
timestamp 1655590036.850527, v 0.000000, i 0, n 0
timestamp 1655590036.875656, v 0.000000, i 0, n 0
timestamp 1655590036.900754, v 0.000000, i 0, n 0
timestamp 1655590036.925836, v 0.000000, i 0, n 0
timestamp 1655590036.950928, v 0.000000, i 0, n 0
timestamp 1655590036.975934, v 0.000000, i 0, n 0
timestamp 1655590037.001059, v 0.000000, i 0, n 0
timestamp 1655590037.026034, v 0.000000, i 0, n 0
timestamp 1655590037.051058, v 0.000000, i 0, n 0
timestamp 1655590037.076017, v 0.000000, i 0, n 0
timestamp 1655590037.101153, v 0.000000, i 0, n 0
timestamp 1655590037.126222, v 0.000000, i 0, n 0
timestamp 1655590037.151161, v 0.000000, i 0, n 0
timestamp 1655590037.176263, v 0.000000, i 0, n 0
timestamp 1655590037.201297, v 0.000000, i 0, n 0
timestamp 1655590037.226384, v 0.000000, i 0, n 0
timestamp 1655590037.251439, v 0.000000, i 0, n 0
timestamp 1655590037.276532, v 0.000000, i 0, n 0
timestamp 1655590037.301596, v 0.000000, i 0, n 0
timestamp 1655590037.326705, v 0.000000, i 0, n 0
timestamp 1655590037.351821, v 0.000000, i 0, n 0
timestamp 1655590037.376902, v 0.000000, i 0, n 0
timestamp 1655590037.401955, v 0.000000, i 0, n 0
timestamp 1655590037.427043, v 0.000000, i 0, n 0
timestamp 1655590037.452149, v 0.000000, i 0, n 0
timestamp 1655590037.477219, v 0.000000, i 0, n 0
timestamp 1655590037.502376, v 0.000000, i 0, n 0
timestamp 1655590037.527319, v 0.000000, i 0, n 0
timestamp 1655590037.552380, v 0.000000, i 0, n 0
timestamp 1655590037.577558, v 0.000000, i 0, n 0
timestamp 1655590037.602592, v 0.000000, i 0, n 0
timestamp 1655590037.627699, v 0.000000, i 0, n 0
timestamp 1655590037.652753, v 0.000000, i 0, n 0
timestamp 1655590037.677836, v 0.000000, i 0, n 0
timestamp 1655590037.702856, v 0.000000, i 0, n 0
timestamp 1655590037.727894, v 0.000000, i 0, n 0
timestamp 1655590037.753013, v 0.000000, i 0, n 0
timestamp 1655590037.778029, v 0.000000, i 0, n 0
timestamp 1655590037.803097, v 0.000000, i 0, n 0
timestamp 1655590037.828136, v 0.000000, i 0, n 0
timestamp 1655590037.853211, v 0.000000, i 0, n 0
timestamp 1655590037.878292, v 0.000000, i 0, n 0
timestamp 1655590037.903341, v 0.000000, i 0, n 0
timestamp 1655590037.928365, v 0.000000, i 0, n 0
timestamp 1655590037.953459, v 0.000000, i 0, n 0
timestamp 1655590037.978495, v 0.000000, i 0, n 0
timestamp 1655590038.003522, v 0.000000, i 0, n 0
timestamp 1655590038.028509, v 0.000000, i 0, n 0
timestamp 1655590038.053535, v 0.000000, i 0, n 0
timestamp 1655590038.078657, v 0.000000, i 0, n 0
timestamp 1655590038.103853, v 0.000000, i 0, n 0
timestamp 1655590038.128871, v 0.000000, i 0, n 0
timestamp 1655590038.153931, v 0.000000, i 0, n 0
timestamp 1655590038.184007, v 0.000000, i 0, n 0
timestamp 1655590038.208941, v 0.000000, i 0, n 0
timestamp 1655590038.238908, v 0.000000, i 0, n 0
timestamp 1655590038.263887, v 0.000000, i 0, n 0
timestamp 1655590038.288943, v 0.000000, i 0, n 0
timestamp 1655590038.313927, v 0.000000, i 0, n 0
timestamp 1655590038.343924, v 0.231166, i 3, n 200
timestamp 1655590038.368922, v 0.239166, i 4, n 200
timestamp 1655590038.393988, v 0.247166, i 5, n 200
timestamp 1655590038.419055, v 0.239166, i 4, n 200
timestamp 1655590038.444168, v 0.231166, i 3, n 200
timestamp 1655590038.469272, v 0.239166, i 4, n 200
timestamp 1655590038.494256, v 0.231166, i 3, n 200
timestamp 1655590038.519304, v 0.239166, i 4, n 200
timestamp 1655590038.544305, v 0.223166, i 2, n 200
timestamp 1655590038.574357, v 0.239166, i 4, n 200
timestamp 1655590038.599322, v 0.231166, i 3, n 200
timestamp 1655590038.624390, v 0.239166, i 4, n 200
timestamp 1655590038.649433, v 0.231166, i 3, n 200
timestamp 1655590038.674411, v 0.239166, i 4, n 200
timestamp 1655590038.699417, v 0.231166, i 3, n 200
timestamp 1655590038.724491, v 0.223166, i 2, n 200
timestamp 1655590038.749551, v 0.231166, i 3, n 200
timestamp 1655590038.774556, v 0.239166, i 4, n 200
timestamp 1655590038.799590, v 0.231166, i 3, n 200
timestamp 1655590038.824648, v 0.239166, i 4, n 200
timestamp 1655590038.849580, v 0.231166, i 3, n 200
timestamp 1655590038.874582, v 0.239166, i 4, n 200
timestamp 1655590038.899663, v 0.231166, i 3, n 200
timestamp 1655590038.924819, v 0.239166, i 4, n 200
timestamp 1655590038.949893, v 0.231166, i 3, n 200
timestamp 1655590038.974912, v 0.239166, i 4, n 200
timestamp 1655590038.999903, v 0.231166, i 3, n 200
timestamp 1655590039.029902, v 0.239166, i 4, n 200
timestamp 1655590039.054904, v 0.231166, i 3, n 200
timestamp 1655590039.079917, v 0.239166, i 4, n 200
timestamp 1655590039.105013, v 0.239166, i 4, n 200
timestamp 1655590039.130020, v 0.247166, i 5, n 200
timestamp 1655590039.155041, v 0.239166, i 4, n 200
timestamp 1655590039.180089, v 0.247166, i 5, n 200
timestamp 1655590039.205177, v 0.231166, i 3, n 200
timestamp 1655590039.230213, v 0.247166, i 5, n 200
timestamp 1655590039.255291, v 0.231166, i 3, n 200
timestamp 1655590039.280270, v 0.247166, i 5, n 200
timestamp 1655590039.305297, v 0.231166, i 3, n 200
timestamp 1655590039.330401, v 0.239166, i 4, n 200
timestamp 1655590039.355344, v 0.231166, i 3, n 200
timestamp 1655590039.380398, v 0.239166, i 4, n 200
timestamp 1655590039.405402, v 0.231166, i 3, n 200
timestamp 1655590039.430481, v 0.239166, i 4, n 200
timestamp 1655590039.455514, v 0.231166, i 3, n 200
timestamp 1655590039.480655, v 0.247166, i 5, n 200
timestamp 1655590039.505538, v 0.231166, i 3, n 200
timestamp 1655590039.530604, v 0.247166, i 5, n 200
timestamp 1655590039.555659, v 0.231166, i 3, n 200
timestamp 1655590039.580641, v 0.247166, i 5, n 200
timestamp 1655590039.605605, v 0.231166, i 3, n 200
timestamp 1655590039.630616, v 0.239166, i 4, n 200
timestamp 1655590039.655656, v 0.231166, i 3, n 200
timestamp 1655590039.680806, v 0.239166, i 4, n 200
timestamp 1655590039.705800, v 0.231166, i 3, n 200
timestamp 1655590039.730932, v 0.239166, i 4, n 200
timestamp 1655590039.756014, v 0.231166, i 3, n 200
timestamp 1655590039.781024, v 0.223166, i 2, n 200
timestamp 1655590039.806159, v 0.239166, i 4, n 200
timestamp 1655590039.831209, v 0.223166, i 2, n 200
timestamp 1655590039.856316, v 0.239166, i 4, n 200
