# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM bumblebee_basic3_is_legacy off 1588794003.481194 lcad-G7-7588 1588794003.481194
PARAM bumblebee_basic3_is_rectified on 1588794003.481195 lcad-G7-7588 1588794003.481195
PARAM bumblebee_basic3_model XB3 1588794003.481197 lcad-G7-7588 1588794003.481197
PARAM bumblebee_basic3_fov 0.576 1588794003.481199 lcad-G7-7588 1588794003.481199
PARAM bumblebee_basic3_tlight_roi_x 320 1588794003.481200 lcad-G7-7588 1588794003.481200
PARAM bumblebee_basic3_tlight_roi_y 0 1588794003.481202 lcad-G7-7588 1588794003.481202
PARAM bumblebee_basic3_tlight_roi_w 640 1588794003.481204 lcad-G7-7588 1588794003.481204
PARAM bumblebee_basic3_tlight_roi_h 480 1588794003.481205 lcad-G7-7588 1588794003.481205
PARAM bumblebee_basic3_tlight_focal_dist 1500.0 1588794003.481207 lcad-G7-7588 1588794003.481207
PARAM bumblebee_basic3_tlight_dist_correction 6.0 1588794003.481209 lcad-G7-7588 1588794003.481209
PARAM bumblebee_basic4_width 1920 1588794003.481210 lcad-G7-7588 1588794003.481210
PARAM bumblebee_basic4_height 1080 1588794003.481212 lcad-G7-7588 1588794003.481212
PARAM bumblebee_basic4_zed_fps 15.0 1588794003.481214 lcad-G7-7588 1588794003.481214
PARAM bumblebee_basic4_fx 0.588241 1588794003.481215 lcad-G7-7588 1588794003.481215
PARAM bumblebee_basic4_fy 1.082481 1588794003.481217 lcad-G7-7588 1588794003.481217
PARAM bumblebee_basic4_cu 0.5334875 1588794003.481219 lcad-G7-7588 1588794003.481219
PARAM bumblebee_basic4_cv 0.55319219 1588794003.481220 lcad-G7-7588 1588794003.481220
PARAM bumblebee_basic4_baseline 0.12 1588794003.481222 lcad-G7-7588 1588794003.481222
PARAM bumblebee_basic4_pixel_size 0.000002 1588794003.481224 lcad-G7-7588 1588794003.481224
PARAM bumblebee_basic4_is_rectified on 1588794003.481236 lcad-G7-7588 1588794003.481236
PARAM bumblebee_basic4_model ZED 1588794003.481238 lcad-G7-7588 1588794003.481238
PARAM bumblebee_basic4_fov 0.576 1588794003.481240 lcad-G7-7588 1588794003.481240
PARAM bumblebee_basic4_tlight_roi_x 270 1588794003.481242 lcad-G7-7588 1588794003.481242
PARAM bumblebee_basic4_tlight_roi_y 0 1588794003.481243 lcad-G7-7588 1588794003.481243
PARAM bumblebee_basic4_tlight_roi_w 1280 1588794003.481245 lcad-G7-7588 1588794003.481245
PARAM bumblebee_basic4_tlight_roi_h 720 1588794003.481246 lcad-G7-7588 1588794003.481246
PARAM bumblebee_basic4_tlight_focal_dist 2600.0 1588794003.481248 lcad-G7-7588 1588794003.481248
PARAM bumblebee_basic4_tlight_dist_correction 20.0 1588794003.481250 lcad-G7-7588 1588794003.481250
PARAM bumblebee_basic5_width 640 1588794003.481253 lcad-G7-7588 1588794003.481253
PARAM bumblebee_basic5_height 480 1588794003.481255 lcad-G7-7588 1588794003.481255
PARAM bumblebee_basic5_fx 0.750653 1588794003.481257 lcad-G7-7588 1588794003.481257
PARAM bumblebee_basic5_fy 1.00087 1588794003.481258 lcad-G7-7588 1588794003.481258
PARAM bumblebee_basic5_cu 0.503023 1588794003.481260 lcad-G7-7588 1588794003.481260
PARAM bumblebee_basic5_cv 0.497955 1588794003.481262 lcad-G7-7588 1588794003.481262
PARAM bumblebee_basic5_baseline 0.239957 1588794003.481263 lcad-G7-7588 1588794003.481263
PARAM bumblebee_basic5_pixel_size 0.00000375 1588794003.481265 lcad-G7-7588 1588794003.481265
PARAM bumblebee_basic5_is_legacy off 1588794003.481267 lcad-G7-7588 1588794003.481267
PARAM bumblebee_basic5_is_rectified on 1588794003.481268 lcad-G7-7588 1588794003.481268
PARAM bumblebee_basic5_model XB3 1588794003.481270 lcad-G7-7588 1588794003.481270
PARAM bumblebee_basic5_fov 0.576 1588794003.481271 lcad-G7-7588 1588794003.481271
PARAM bumblebee_basic5_tlight_roi_x 320 1588794003.481273 lcad-G7-7588 1588794003.481273
PARAM bumblebee_basic5_tlight_roi_y 0 1588794003.481275 lcad-G7-7588 1588794003.481275
PARAM bumblebee_basic5_tlight_roi_w 640 1588794003.481276 lcad-G7-7588 1588794003.481276
PARAM bumblebee_basic5_tlight_roi_h 480 1588794003.481278 lcad-G7-7588 1588794003.481278
PARAM bumblebee_basic5_tlight_focal_dist 1500.0 1588794003.481280 lcad-G7-7588 1588794003.481280
PARAM bumblebee_basic5_tlight_dist_correction 6.0 1588794003.481281 lcad-G7-7588 1588794003.481281
PARAM bumblebee_basic6_width 1280 1588794003.481283 lcad-G7-7588 1588794003.481283
PARAM bumblebee_basic6_height 960 1588794003.481285 lcad-G7-7588 1588794003.481285
PARAM bumblebee_basic6_fx 0.750653 1588794003.481286 lcad-G7-7588 1588794003.481286
PARAM bumblebee_basic6_fy 1.00087 1588794003.481288 lcad-G7-7588 1588794003.481288
PARAM bumblebee_basic6_cu 0.503023 1588794003.481290 lcad-G7-7588 1588794003.481290
PARAM bumblebee_basic6_cv 0.497955 1588794003.481291 lcad-G7-7588 1588794003.481291
PARAM bumblebee_basic6_baseline 0.239957 1588794003.481293 lcad-G7-7588 1588794003.481293
PARAM bumblebee_basic6_pixel_size 0.00000375 1588794003.481295 lcad-G7-7588 1588794003.481295
PARAM bumblebee_basic6_is_legacy off 1588794003.481296 lcad-G7-7588 1588794003.481296
PARAM bumblebee_basic6_is_rectified off 1588794003.481298 lcad-G7-7588 1588794003.481298
PARAM bumblebee_basic6_model XB3 1588794003.481300 lcad-G7-7588 1588794003.481300
PARAM bumblebee_basic6_fov 0.576 1588794003.481301 lcad-G7-7588 1588794003.481301
PARAM bumblebee_basic6_tlight_roi_x 320 1588794003.481303 lcad-G7-7588 1588794003.481303
PARAM bumblebee_basic6_tlight_roi_y 0 1588794003.481304 lcad-G7-7588 1588794003.481304
PARAM bumblebee_basic6_tlight_roi_w 640 1588794003.481306 lcad-G7-7588 1588794003.481306
PARAM bumblebee_basic6_tlight_roi_h 480 1588794003.481308 lcad-G7-7588 1588794003.481308
PARAM bumblebee_basic6_tlight_focal_dist 1500.0 1588794003.481309 lcad-G7-7588 1588794003.481309
PARAM bumblebee_basic6_tlight_dist_correction 6.0 1588794003.481311 lcad-G7-7588 1588794003.481311
PARAM bumblebee_basic7_width 640 1588794003.481312 lcad-G7-7588 1588794003.481312
PARAM bumblebee_basic7_height 480 1588794003.481314 lcad-G7-7588 1588794003.481314
PARAM bumblebee_basic7_fx 0.667363842720742 1588794003.481318 lcad-G7-7588 1588794003.481318
PARAM bumblebee_basic7_fy 1.181958855070853 1588794003.481320 lcad-G7-7588 1588794003.481320
PARAM bumblebee_basic7_cu 0.531709657818522 1588794003.481322 lcad-G7-7588 1588794003.481322
PARAM bumblebee_basic7_cv 0.527497411818108 1588794003.481323 lcad-G7-7588 1588794003.481323
PARAM bumblebee_basic7_baseline 0.0 1588794003.481325 lcad-G7-7588 1588794003.481325
PARAM bumblebee_basic7_pixel_size 0.00000375 1588794003.481327 lcad-G7-7588 1588794003.481327
PARAM bumblebee_basic7_is_legacy off 1588794003.481328 lcad-G7-7588 1588794003.481328
PARAM bumblebee_basic7_is_rectified on 1588794003.481330 lcad-G7-7588 1588794003.481330
PARAM bumblebee_basic7_model KITTI 1588794003.481332 lcad-G7-7588 1588794003.481332
PARAM bumblebee_basic7_fov 0.576 1588794003.481333 lcad-G7-7588 1588794003.481333
PARAM bumblebee_basic7_tlight_roi_x 160 1588794003.481335 lcad-G7-7588 1588794003.481335
PARAM bumblebee_basic7_tlight_roi_y 0 1588794003.481337 lcad-G7-7588 1588794003.481337
PARAM bumblebee_basic7_tlight_roi_w 320 1588794003.481338 lcad-G7-7588 1588794003.481338
PARAM bumblebee_basic7_tlight_roi_h 240 1588794003.481340 lcad-G7-7588 1588794003.481340
PARAM bumblebee_basic7_tlight_focal_dist 1500.0 1588794003.481342 lcad-G7-7588 1588794003.481342
PARAM bumblebee_basic7_tlight_dist_correction 6.0 1588794003.481344 lcad-G7-7588 1588794003.481344
PARAM bumblebee_basic7_k1 -0.4012898929082725 1588794003.481346 lcad-G7-7588 1588794003.481346
PARAM bumblebee_basic7_k2 0.2119039649987176 1588794003.481349 lcad-G7-7588 1588794003.481349
PARAM bumblebee_basic7_p1 -0.0017767161262766081 1588794003.481351 lcad-G7-7588 1588794003.481351
PARAM bumblebee_basic7_p2 -0.0033067056085569397 1588794003.481354 lcad-G7-7588 1588794003.481354
PARAM bumblebee_basic7_k3 -0.07115199650013011 1588794003.481358 lcad-G7-7588 1588794003.481358
PARAM bumblebee_basic7_rtsp_address rtsp://admin:1q2w3e4r@192.168.0.109:554/cam/realmonitor?channel=1&subtype=1 1588794003.481362 lcad-G7-7588 1588794003.481361
PARAM bumblebee_basic8_width 640 1588794003.481370 lcad-G7-7588 1588794003.481370
PARAM bumblebee_basic8_height 480 1588794003.481374 lcad-G7-7588 1588794003.481374
PARAM bumblebee_basic8_fx 0.753883 1588794003.481377 lcad-G7-7588 1588794003.481377
PARAM bumblebee_basic8_fy 1.00518 1588794003.481381 lcad-G7-7588 1588794003.481381
PARAM bumblebee_basic8_cu 0.500662 1588794003.481385 lcad-G7-7588 1588794003.481385
PARAM bumblebee_basic8_cv 0.506046 1588794003.481388 lcad-G7-7588 1588794003.481388
PARAM bumblebee_basic8_baseline 0.240031 1588794003.481392 lcad-G7-7588 1588794003.481392
PARAM bumblebee_basic8_pixel_size 0.00000375 1588794003.481395 lcad-G7-7588 1588794003.481395
PARAM bumblebee_basic8_is_legacy off 1588794003.481399 lcad-G7-7588 1588794003.481399
PARAM bumblebee_basic8_is_rectified on 1588794003.481402 lcad-G7-7588 1588794003.481402
PARAM bumblebee_basic8_model XB3 1588794003.481406 lcad-G7-7588 1588794003.481406
PARAM bumblebee_basic8_fov 0.576 1588794003.481410 lcad-G7-7588 1588794003.481410
PARAM bumblebee_basic8_tlight_roi_x 160 1588794003.481413 lcad-G7-7588 1588794003.481413
PARAM bumblebee_basic8_tlight_roi_y 0 1588794003.481417 lcad-G7-7588 1588794003.481417
PARAM bumblebee_basic8_tlight_roi_w 320 1588794003.481421 lcad-G7-7588 1588794003.481421
PARAM bumblebee_basic8_tlight_roi_h 240 1588794003.481424 lcad-G7-7588 1588794003.481424
PARAM bumblebee_basic8_tlight_focal_dist 1500.0 1588794003.481428 lcad-G7-7588 1588794003.481428
PARAM bumblebee_basic8_tlight_dist_correction 6.0 1588794003.481432 lcad-G7-7588 1588794003.481432
PARAM bumblebee_basic9_width 640 1588794003.481435 lcad-G7-7588 1588794003.481435
PARAM bumblebee_basic9_height 480 1588794003.481439 lcad-G7-7588 1588794003.481439
PARAM bumblebee_basic9_fx 0.793799025233594 1588794003.481443 lcad-G7-7588 1588794003.481443
PARAM bumblebee_basic9_fy 1.391524408719654 1588794003.481447 lcad-G7-7588 1588794003.481446
PARAM bumblebee_basic9_cu 0.503522948322598 1588794003.481450 lcad-G7-7588 1588794003.481450
PARAM bumblebee_basic9_cv 0.504484810014231 1588794003.481458 lcad-G7-7588 1588794003.481458
PARAM bumblebee_basic9_baseline 0.0 1588794003.481462 lcad-G7-7588 1588794003.481462
PARAM bumblebee_basic9_pixel_size 0.00000375 1588794003.481466 lcad-G7-7588 1588794003.481466
PARAM bumblebee_basic9_is_legacy off 1588794003.481469 lcad-G7-7588 1588794003.481469
PARAM bumblebee_basic9_is_rectified on 1588794003.481473 lcad-G7-7588 1588794003.481473
PARAM bumblebee_basic9_model KITTI 1588794003.481477 lcad-G7-7588 1588794003.481477
PARAM bumblebee_basic9_fov 0.576 1588794003.481480 lcad-G7-7588 1588794003.481480
PARAM bumblebee_basic9_tlight_roi_x 160 1588794003.481484 lcad-G7-7588 1588794003.481484
PARAM bumblebee_basic9_tlight_roi_y 0 1588794003.481488 lcad-G7-7588 1588794003.481488
PARAM bumblebee_basic9_tlight_roi_w 320 1588794003.481491 lcad-G7-7588 1588794003.481491
PARAM bumblebee_basic9_tlight_roi_h 240 1588794003.481493 lcad-G7-7588 1588794003.481493
PARAM bumblebee_basic9_tlight_focal_dist 1500.0 1588794003.481496 lcad-G7-7588 1588794003.481496
PARAM bumblebee_basic9_tlight_dist_correction 6.0 1588794003.481498 lcad-G7-7588 1588794003.481498
PARAM bumblebee_basic9_k1 -0.4346749345838883 1588794003.481500 lcad-G7-7588 1588794003.481500
PARAM bumblebee_basic9_k2 0.30712609526572754 1588794003.481502 lcad-G7-7588 1588794003.481502
PARAM bumblebee_basic9_p1 0.000943053197577355 1588794003.481504 lcad-G7-7588 1588794003.481504
PARAM bumblebee_basic9_p2 0.000397443026431982 1588794003.481506 lcad-G7-7588 1588794003.481506
PARAM bumblebee_basic9_k3 -0.22350643791344005 1588794003.481508 lcad-G7-7588 1588794003.481508
PARAM bumblebee_basic9_rtsp_address rtsp://admin:1q2w3e4r@192.168.0.110:554/cam/realmonitor?channel=1\&subtype=1 1588794003.481510 lcad-G7-7588 1588794003.481510
PARAM bumblebee_basic10_width 640 1588794003.481514 lcad-G7-7588 1588794003.481514
PARAM bumblebee_basic10_height 480 1588794003.481516 lcad-G7-7588 1588794003.481516
PARAM bumblebee_basic10_fx 1.380044217507459 1588794003.481519 lcad-G7-7588 1588794003.481519
PARAM bumblebee_basic10_fy 1.844318394663814 1588794003.481521 lcad-G7-7588 1588794003.481521
PARAM bumblebee_basic10_cu 1.092299452917783 1588794003.481523 lcad-G7-7588 1588794003.481523
PARAM bumblebee_basic10_cv 0.791815937223711 1588794003.481525 lcad-G7-7588 1588794003.481525
PARAM bumblebee_basic10_baseline 0.0 1588794003.481527 lcad-G7-7588 1588794003.481526
PARAM bumblebee_basic10_pixel_size 0.00000375 1588794003.481528 lcad-G7-7588 1588794003.481528
PARAM bumblebee_basic10_is_legacy off 1588794003.481530 lcad-G7-7588 1588794003.481530
PARAM bumblebee_basic10_is_rectified on 1588794003.481532 lcad-G7-7588 1588794003.481531
PARAM bumblebee_basic10_model KITTI 1588794003.481533 lcad-G7-7588 1588794003.481533
PARAM bumblebee_basic10_fov 0.576 1588794003.481535 lcad-G7-7588 1588794003.481535
PARAM bumblebee_basic10_tlight_roi_x 160 1588794003.481536 lcad-G7-7588 1588794003.481536
PARAM bumblebee_basic10_tlight_roi_y 0 1588794003.481538 lcad-G7-7588 1588794003.481538
PARAM bumblebee_basic10_tlight_roi_w 320 1588794003.481540 lcad-G7-7588 1588794003.481540
PARAM bumblebee_basic10_tlight_roi_h 240 1588794003.481541 lcad-G7-7588 1588794003.481541
PARAM bumblebee_basic10_tlight_focal_dist 1500.0 1588794003.481543 lcad-G7-7588 1588794003.481543
PARAM bumblebee_basic10_tlight_dist_correction 6.0 1588794003.481545 lcad-G7-7588 1588794003.481545
PARAM bumblebee_basic10_k1 -0.3764240432184582 1588794003.481548 lcad-G7-7588 1588794003.481548
PARAM bumblebee_basic10_k2 0.1480679133077704 1588794003.481550 lcad-G7-7588 1588794003.481550
PARAM bumblebee_basic10_p1 -0.0010284565476715443 1588794003.481552 lcad-G7-7588 1588794003.481552
PARAM bumblebee_basic10_p2 -0.005797863284201866 1588794003.481553 lcad-G7-7588 1588794003.481553
PARAM bumblebee_basic10_k3 -0.03274951846122666 1588794003.481555 lcad-G7-7588 1588794003.481555
PARAM bumblebee_basic10_rtsp_address rtsp://admin:lcad123456@192.168.1.108:554/cam/realmonitor?channel=1\&subtype=1 1588794003.481557 lcad-G7-7588 1588794003.481556
PARAM bumblebee_basic11_width 640 1588794003.481564 lcad-G7-7588 1588794003.481564
PARAM bumblebee_basic11_height 480 1588794003.481566 lcad-G7-7588 1588794003.481566
PARAM bumblebee_basic11_fx 0.667363842720742 1588794003.481568 lcad-G7-7588 1588794003.481568
PARAM bumblebee_basic11_fy 1.181958855070853 1588794003.481570 lcad-G7-7588 1588794003.481570
PARAM bumblebee_basic11_cu 0.531709657818522 1588794003.481571 lcad-G7-7588 1588794003.481571
PARAM bumblebee_basic11_cv 0.527497411818108 1588794003.481573 lcad-G7-7588 1588794003.481573
PARAM bumblebee_basic11_baseline 0.0 1588794003.481574 lcad-G7-7588 1588794003.481574
PARAM bumblebee_basic11_pixel_size 0.00000375 1588794003.481576 lcad-G7-7588 1588794003.481576
PARAM bumblebee_basic11_is_legacy off 1588794003.481578 lcad-G7-7588 1588794003.481578
PARAM bumblebee_basic11_is_rectified on 1588794003.481579 lcad-G7-7588 1588794003.481579
PARAM bumblebee_basic11_model KITTI 1588794003.481581 lcad-G7-7588 1588794003.481581
PARAM bumblebee_basic11_fov 0.576 1588794003.481583 lcad-G7-7588 1588794003.481583
PARAM bumblebee_basic11_tlight_roi_x 160 1588794003.481584 lcad-G7-7588 1588794003.481584
PARAM bumblebee_basic11_tlight_roi_y 0 1588794003.481586 lcad-G7-7588 1588794003.481586
PARAM bumblebee_basic11_tlight_roi_w 320 1588794003.481588 lcad-G7-7588 1588794003.481588
PARAM bumblebee_basic11_tlight_roi_h 240 1588794003.481589 lcad-G7-7588 1588794003.481589
PARAM bumblebee_basic11_tlight_focal_dist 1500.0 1588794003.481591 lcad-G7-7588 1588794003.481591
PARAM bumblebee_basic11_tlight_dist_correction 6.0 1588794003.481592 lcad-G7-7588 1588794003.481592
PARAM bumblebee_basic11_k1 -0.4012898929082725 1588794003.481596 lcad-G7-7588 1588794003.481596
PARAM bumblebee_basic11_k2 0.2119039649987176 1588794003.481597 lcad-G7-7588 1588794003.481597
PARAM bumblebee_basic11_p1 -0.0017767161262766081 1588794003.481599 lcad-G7-7588 1588794003.481599
PARAM bumblebee_basic11_p2 -0.0033067056085569397 1588794003.481601 lcad-G7-7588 1588794003.481601
PARAM bumblebee_basic11_k3 -0.07115199650013011 1588794003.481602 lcad-G7-7588 1588794003.481602
PARAM bumblebee_basic11_rtsp_address rtsp://admin:1q2w3e4r@192.168.0.109:554/cam/realmonitor?channel=1&subtype=1 1588794003.481604 lcad-G7-7588 1588794003.481604
PARAM bumblebee_basic12_width 640 1588794003.481608 lcad-G7-7588 1588794003.481607
PARAM bumblebee_basic12_height 480 1588794003.481609 lcad-G7-7588 1588794003.481609
PARAM bumblebee_basic12_fx 0.793799025233594 1588794003.481611 lcad-G7-7588 1588794003.481611
PARAM bumblebee_basic12_fy 1.391524408719654 1588794003.481612 lcad-G7-7588 1588794003.481612
PARAM bumblebee_basic12_cu 0.503522948322598 1588794003.481614 lcad-G7-7588 1588794003.481614
PARAM bumblebee_basic12_cv 0.504484810014231 1588794003.481616 lcad-G7-7588 1588794003.481616
PARAM bumblebee_basic12_baseline 0.0 1588794003.481617 lcad-G7-7588 1588794003.481617
PARAM bumblebee_basic12_pixel_size 0.00000375 1588794003.481619 lcad-G7-7588 1588794003.481619
PARAM bumblebee_basic12_is_legacy off 1588794003.481621 lcad-G7-7588 1588794003.481621
PARAM bumblebee_basic12_is_rectified on 1588794003.481622 lcad-G7-7588 1588794003.481622
PARAM bumblebee_basic12_model KITTI 1588794003.481624 lcad-G7-7588 1588794003.481624
PARAM bumblebee_basic12_fov 0.576 1588794003.481626 lcad-G7-7588 1588794003.481626
PARAM bumblebee_basic12_tlight_roi_x 160 1588794003.481627 lcad-G7-7588 1588794003.481627
PARAM bumblebee_basic12_tlight_roi_y 0 1588794003.481629 lcad-G7-7588 1588794003.481629
PARAM bumblebee_basic12_tlight_roi_w 320 1588794003.481630 lcad-G7-7588 1588794003.481630
PARAM bumblebee_basic12_tlight_roi_h 240 1588794003.481632 lcad-G7-7588 1588794003.481632
PARAM bumblebee_basic12_tlight_focal_dist 1500.0 1588794003.481634 lcad-G7-7588 1588794003.481634
PARAM bumblebee_basic12_tlight_dist_correction 6.0 1588794003.481635 lcad-G7-7588 1588794003.481635
PARAM bumblebee_basic12_k1 -0.4346749345838883 1588794003.481639 lcad-G7-7588 1588794003.481639
PARAM bumblebee_basic12_k2 0.30712609526572754 1588794003.481640 lcad-G7-7588 1588794003.481640
PARAM bumblebee_basic12_p1 0.000943053197577355 1588794003.481644 lcad-G7-7588 1588794003.481644
PARAM bumblebee_basic12_p2 0.000397443026431982 1588794003.481646 lcad-G7-7588 1588794003.481646
PARAM bumblebee_basic12_k3 -0.22350643791344005 1588794003.481647 lcad-G7-7588 1588794003.481647
PARAM bumblebee_basic12_rtsp_address rtsp://admin:1q2w3e4r@192.168.0.110:554/cam/realmonitor?channel=1\&subtype=1 1588794003.481649 lcad-G7-7588 1588794003.481649
PARAM camera9_width 640 1588794003.481806 lcad-G7-7588 1588794003.481806
PARAM camera9_height 480 1588794003.481808 lcad-G7-7588 1588794003.481808
PARAM camera9_frame_rate 90 1588794003.481810 lcad-G7-7588 1588794003.481810
PARAM camera9_brightness 55 1588794003.481811 lcad-G7-7588 1588794003.481811
PARAM camera9_contrast 10 1588794003.481813 lcad-G7-7588 1588794003.481813
PARAM camera9_ip 192.168.0.15 1588794003.481815 lcad-G7-7588 1588794003.481815
PARAM camera9_x 0.0 1588794003.481816 lcad-G7-7588 1588794003.481816
PARAM camera9_y -0.040000 1588794003.481818 lcad-G7-7588 1588794003.481818
PARAM camera9_z 0.2130000 1588794003.481820 lcad-G7-7588 1588794003.481820
PARAM camera9_roll -0.008726 1588794003.481821 lcad-G7-7588 1588794003.481821
PARAM camera9_pitch -0.008584 1588794003.481823 lcad-G7-7588 1588794003.481823
PARAM camera9_yaw 1.624068 1588794003.481824 lcad-G7-7588 1588794003.481824
PARAM ip_cam_width 640 1588794003.481906 lcad-G7-7588 1588794003.481906
PARAM ip_cam_height 480 1588794003.481908 lcad-G7-7588 1588794003.481908
PARAM ip_cam_number_of_channels 3 1588794003.481910 lcad-G7-7588 1588794003.481910
PARAM ip_cam_data_type unsigned_char 1588794003.481911 lcad-G7-7588 1588794003.481911
PARAM ip_cam_number_of_images 1 1588794003.481913 lcad-G7-7588 1588794003.481913
PARAM ip_cam_ip_adress rtsp://admin:lcad123456@192.168.1.108:554/cam/realmonitor?channel=1\&subtype=1 1588794003.481915 lcad-G7-7588 1588794003.481915
PARAM ip_cam_frame_rate 10 1588794003.481918 lcad-G7-7588 1588794003.481918
PARAM intelbras1_model vip1020 1588794003.482283 lcad-G7-7588 1588794003.482283
PARAM intelbras1_frame_rate 15 1588794003.482287 lcad-G7-7588 1588794003.482287
PARAM intelbras1_number_of_images 1 1588794003.482289 lcad-G7-7588 1588794003.482289
PARAM intelbras1_width_1 640 1588794003.482291 lcad-G7-7588 1588794003.482291
PARAM intelbras1_height_1 480 1588794003.482293 lcad-G7-7588 1588794003.482293
PARAM intelbras1_crop_x_1 0 1588794003.482294 lcad-G7-7588 1588794003.482294
PARAM intelbras1_crop_y_1 0 1588794003.482296 lcad-G7-7588 1588794003.482296
PARAM intelbras1_number_of_channels_1 3 1588794003.482298 lcad-G7-7588 1588794003.482298
PARAM intelbras1_data_type_1 1 1588794003.482299 lcad-G7-7588 1588794003.482299
PARAM intelbras1_ip_adress rtsp://admin:lume123456@192.168.1.108:554/cam/realmonitor?channel=1\&subtype=1 1588794003.482301 lcad-G7-7588 1588794003.482301
PARAM intelbras1_fx 0.667363842720742 1588794003.482305 lcad-G7-7588 1588794003.482305
PARAM intelbras1_fy 1.181958855070853 1588794003.482307 lcad-G7-7588 1588794003.482307
PARAM intelbras1_cu 0.531709657818522 1588794003.482308 lcad-G7-7588 1588794003.482308
PARAM intelbras1_cv 0.527497411818108 1588794003.482310 lcad-G7-7588 1588794003.482310
PARAM intelbras1_k1 -0.4012898929082725 1588794003.482311 lcad-G7-7588 1588794003.482311
PARAM intelbras1_k2 0.2119039649987176 1588794003.482313 lcad-G7-7588 1588794003.482313
PARAM intelbras1_k3 -0.07115199650013011 1588794003.482315 lcad-G7-7588 1588794003.482315
PARAM intelbras1_p1 -0.0017767161262766081 1588794003.482316 lcad-G7-7588 1588794003.482316
PARAM intelbras1_p2 -0.0033067056085569397 1588794003.482318 lcad-G7-7588 1588794003.482318
PARAM lidar0_model HDL32 1588794003.482457 lcad-G7-7588 1588794003.482457
